"","Subject","LAYING","SITTING","STANDING","WALKING","WALKING_DOWNSTAIRS","WALKING_UPSTAIRS"
"tBodyAcc-mean()-X",6,0.283658868070175,0.268229355098039,0.277045258145833,0.276778487454545,0.280346248596491,0.248656520140351
"tBodyAcc-mean()-Y",6,-0.0168954189082456,-0.0272425385070588,-0.019536840063125,-0.0145911615290909,-0.0181236327175439,-0.0102529170561404
"tBodyAcc-mean()-Z",6,-0.110303165877193,-0.122082438784314,-0.107209356208333,-0.110127728709091,-0.112172831947368,-0.133119570368421
"tGravityAcc-mean()-X",6,0.958067455087719,0.913632241568627,0.928531455208333,0.933692934909091,0.945139003859649,-0.47670987877193
"tGravityAcc-mean()-Y",6,-0.214694852280702,-0.340732608823529,-0.214046334375,0.0682628663363636,-0.230251036140351,0.956593814210526
"tGravityAcc-mean()-Z",6,0.0331888826842105,-0.0184608964392157,-0.00307981704708333,0.0695219657167273,0.0139193473596491,0.175867709021053
"tBodyAccJerk-mean()-X",6,0.0699585876912281,0.07210675,0.103681343708333,0.0754721635223636,0.0730699604561404,0.0963481955263158
"tBodyAccJerk-mean()-Y",6,-0.0164831715964912,0.00371343419607843,0.00987685807166667,2.55649800000024e-06,0.00871883993421053,-0.00114529240245614
"tBodyAccJerk-mean()-Z",6,-0.00738931200701754,-0.00237816579411765,-0.00932470617291667,0.00623727782090909,-0.00481712245438596,0.00328817288070175
"tBodyGyro-mean()-X",6,-0.025509618645614,-0.0767406825588235,-0.0960837437708333,-0.0372442282830909,-0.028251913022807,-0.0079605026754386
"tBodyGyro-mean()-Y",6,-0.0744462466,-0.0518981989072549,-0.0341782208604167,-0.0899083302550909,-0.0589823639438597,-0.107218315054386
"tBodyGyro-mean()-Z",6,0.0838808799280702,0.0664234025976471,0.0870012595210417,0.0854346006181818,0.0767394745964912,0.179102058245614
"tBodyGyroJerk-mean()-X",6,-0.0878891090105263,-0.0652024492378431,-0.0256452232354167,-0.0936693524363636,-0.103292534210526,-0.111267284631579
"tBodyGyroJerk-mean()-Y",6,-0.0362308971842105,-0.0457705354509804,-0.0768089915604167,-0.0333986700025455,-0.0428828304736842,-0.0424104289992982
"tBodyGyroJerk-mean()-Z",6,-0.0539597284210526,-0.0576800048435294,-0.0372228650416667,-0.0465504310978182,-0.0506432189438596,-0.0717774743859649
"tBodyAccMag-mean()",6,-0.166840713631579,0.0177790974433333,0.333754731458333,-0.949543531272727,-0.945022876491228,-0.918878850824561
"tGravityAccMag-mean()",6,-0.166840713631579,0.0177790974433333,0.333754731458333,-0.949543531272727,-0.945022876491228,-0.918878850824561
"tBodyAccJerkMag-mean()",6,-0.195117026052632,-0.207379799254902,0.10384507225,-0.962733502,-0.967102436140351,-0.954750504912281
"tBodyGyroMag-mean()",6,-0.281207841122807,-0.12912124415098,0.0142677821595833,-0.932703812181818,-0.939404744385965,-0.908980174736842
"tBodyGyroJerkMag-mean()",6,-0.321290483140351,-0.342895367921569,-0.0829366854166667,-0.962929227818182,-0.963406222982456,-0.955645738245614
"fBodyAcc-mean()-X",6,-0.187934323140351,-0.131075372803922,0.328308506041667,-0.975351454727273,-0.977100287368421,-0.939114254210526
"fBodyAcc-mean()-Y",6,0.140781621991228,0.0978035099588235,0.339771173822917,-0.928264365454545,-0.930336471754386,-0.923706791403509
