"","Subject","LAYING","SITTING","STANDING","WALKING","WALKING_DOWNSTAIRS","WALKING_UPSTAIRS"
"tBodyAcc-mean()-X",24,0.276980816034483,0.269881106779661,0.288631208909091,0.273475690147059,0.280348883913043,0.272850494930556
"tBodyAcc-mean()-Y",24,-0.0225446400534483,-0.0251979434569492,-0.0145730348310909,-0.0131255097938235,-0.0144785340348986,-0.0173555210111111
"tBodyAcc-mean()-Z",24,-0.110595952913793,-0.114248610966102,-0.104818820272727,-0.103041061426471,-0.108222553855072,-0.107236237236111
"tGravityAcc-mean()-X",24,0.95970108137931,0.906369500508475,0.950883416727273,0.919637604411765,0.96644228,-0.359292534027778
"tGravityAcc-mean()-Y",24,-0.115116241810345,-0.237498409152542,-0.128326710927273,0.182254651955882,-0.145201300942029,0.738430699305556
"tGravityAcc-mean()-Z",24,-0.140910029827586,-0.227134869152542,-0.140123155018182,0.109559621020588,-0.0530585403536232,0.683839909722222
"tBodyAccJerk-mean()-X",24,0.0731938975362069,0.0862310100338983,0.0802619828545455,0.0763318528529412,0.0746177416521739,0.08072123275
"tBodyAccJerk-mean()-Y",24,0.0121254591034483,-0.0150816047830508,-0.00447316273690909,0.00476702575745588,0.0109839689101449,0.0119819524179167
"tBodyAccJerk-mean()-Z",24,-0.0116401387758621,-0.0132353651798305,-0.00846915857363636,-0.00113300171426471,-0.00358774904913043,-0.00589225849902778
"tBodyGyro-mean()-X",24,-0.0545126870724138,0.0883163772152542,-0.0867069010690909,-0.0356229619955882,-0.0278611511434783,-0.0143679929444444
"tBodyGyro-mean()-Y",24,-0.0658435879913793,-0.105932947294915,-0.0542300245127273,-0.0750132697044118,-0.0692546674492754,-0.0955538053611111
"tBodyGyro-mean()-Z",24,0.0972006320344828,0.0248290702830508,0.111973650603636,0.0800440230882353,0.077124614942029,0.111730746333333
"tBodyGyroJerk-mean()-X",24,-0.0625311679982759,-0.146800845605424,-0.0914145014654545,-0.0951782658382353,-0.0991947719855072,-0.102813809652778
"tBodyGyroJerk-mean()-Y",24,-0.0502895008551724,-0.0317350582050847,-0.0291766311418182,-0.040616936,-0.0431738608,-0.0382323710416667
"tBodyGyroJerk-mean()-Z",24,-0.0739835516362069,-0.0498427228983051,-0.0412055411490909,-0.051596655125,-0.0517180379565217,-0.0624116966805556
"tBodyAccMag-mean()",24,-0.299983613965517,-0.226402822033898,-0.0737699163072727,-0.968979156470588,-0.950061017681159,-0.9718540425
"tGravityAccMag-mean()",24,-0.299983613965517,-0.226402822033898,-0.0737699163072727,-0.968979156470588,-0.950061017681159,-0.9718540425
"tBodyAccJerkMag-mean()",24,-0.399722201034483,-0.488487620508475,-0.263106944836364,-0.985555822352941,-0.977620953913043,-0.985529270555556
"tBodyGyroMag-mean()",24,-0.403064156896552,-0.33443583979661,-0.304965806363636,-0.964633252352941,-0.954518594057971,-0.953791512638889
"tBodyGyroJerkMag-mean()",24,-0.507824745862069,-0.658751629152542,-0.497152238363636,-0.991306424705882,-0.982387268985507,-0.982780873888889
"fBodyAcc-mean()-X",24,-0.492419802586207,-0.395790553898305,-0.222324293454545,-0.989529506764706,-0.984183633623188,-0.975893687083333
"fBodyAcc-mean()-Y",24,-0.203193741396552,-0.252412541966102,-0.0861829752472727,-0.962773200147059,-0.948970158405797,-0.980830362083333
"fBodyAcc-mean()-Z",24,-0.344493013448276,-0.312792211016949,-0.173825083587273,-0.966991781176471,-0.953817599275362,-0.976634815694444
"fBodyAcc-meanFreq()-X",24,-0.312046342362069,-0.502463282542373,-0.541663870181818,-0.0165992981941176,0.105320736681159,-0.401945415305556
"fBodyAcc-meanFreq()-Y",24,-0.067892712362069,-0.271713646627119,-0.0116848720163636,0.00154835032647059,-0.0931357413927536,0.2808890233625
"fBodyAcc-meanFreq()-Z",24,0.0275268023637931,-0.0999242115191525,0.201299074453455,0.0972629587797059,0.00146072794202899,0.242669191758333
"fBodyAccJerk-mean()-X",24,-0.509628168793103,-0.515644617288136,-0.376175794909091,-0.988857403235294,-0.98116164057971,-0.985998546805556
"fBodyAccJerk-mean()-Y",24,-0.352829307068966,-0.527604243559322,-0.2258243574,-0.979228238382353,-0.967720592463768,-0.982140613888889
"fBodyAccJerk-mean()-Z",24,-0.469920224310345,-0.48339098779661,-0.250000183381818,-0.981971300147059,-0.974170468405797,-0.981549689583333
"fBodyAccJerk-meanFreq()-X",24,-0.253177488803448,-0.392831269898305,-0.398144618,0.187752123742647,0.207088443601449,0.152359886551389
"fBodyAccJerk-meanFreq()-Y",24,-0.439634005689655,-0.508876718135593,-0.415305377727273,-0.0884463992352941,-0.131947804072174,0.0753041126791667
"fBodyAccJerk-meanFreq()-Z",24,-0.400928133965517,-0.426530074576271,-0.297520697545455,-0.00446178350882353,0.081477374984058,0.0862692032513889
"fBodyGyro-mean()-X",24,-0.468295081206897,-0.503188684915254,-0.272469211854545,-0.985676523823529,-0.958540187246377,-0.976570564027778
"fBodyGyro-mean()-Y",24,-0.479841432931034,-0.546620981186441,-0.433475431818182,-0.981200181176471,-0.970426493768116,-0.966111980277778
"fBodyGyro-mean()-Z",24,-0.39144792137931,-0.372182912033898,-0.396286646363636,-0.974686891029412,-0.970133388405797,-0.981093036111111
"fBodyGyro-meanFreq()-X",24,-0.0550991955691379,-0.187707848118644,-0.0545287366636364,0.0410327203470588,-0.289553437595652,0.213437011386111
"fBodyGyro-meanFreq()-Y",24,0.0479956663948276,-0.067744122479661,0.0935884644618182,-0.281538204205882,-0.12902696413913,-0.1812152290875
"fBodyGyro-meanFreq()-Z",24,-0.224671550446552,-0.343569679050847,0.0208409579327273,-0.0466430854957353,-0.0650613444028986,0.258571516181528
"fBodyAccMag-mean()",24,-0.434618912068966,-0.322300989322034,-0.0231701626603636,-0.968905031470588,-0.960066088115942,-0.973171068055556
"fBodyAccMag-meanFreq()",24,0.153588267505862,-0.113727064838983,-0.0364416083527273,0.0943831689514706,-0.0499986378695652,0.0811245566805556
"fBodyBodyAccJerkMag-mean()",24,-0.418641046896552,-0.429800778813559,-0.200830137109091,-0.984469962941177,-0.972251355217391,-0.983108084305556
"fBodyBodyAccJerkMag-meanFreq()",24,0.102850167901724,0.0077672679220339,-0.00198537142181818,0.353544370380882,0.293291552663768,0.347309299402778
"fBodyBodyGyroMag-mean()",24,-0.534509163793103,-0.564664994745763,-0.374298686727273,-0.977973720735294,-0.963922314202899,-0.964001383472222
"fBodyBodyGyroMag-meanFreq()",24,0.351492001672414,-0.0612402085,0.164772642932727,-0.103804539543971,-0.221536877376812,0.0544279335515278
"fBodyBodyGyroJerkMag-mean()",24,-0.571594392068966,-0.64611467,-0.474449925818182,-0.990854751176471,-0.981119237826087,-0.978596740694444
"fBodyBodyGyroJerkMag-meanFreq()",24,0.209200417647241,0.0122259033220339,0.0997292208543636,0.212296511463971,0.144869050927536,0.261813945015278
"tBodyAcc-std()-X",24,-0.47076236637931,-0.344399351355932,-0.08273248054,-0.990593766617647,-0.98725587115942,-0.967984021111111
