"","Subject","LAYING","SITTING","STANDING","WALKING","WALKING_DOWNSTAIRS","WALKING_UPSTAIRS"
"tBodyAcc-mean()-X",16,0.276023564509804,0.255986102627451,0.295586802191489,0.280768574492754,0.283497402948718,0.274227162571429
"tBodyAcc-mean()-Y",16,-0.0204286929452941,-0.0143654945011765,-0.0183898583787234,-0.0102497939956522,-0.0165999672935897,-0.0166103510562857
"tBodyAcc-mean()-Z",16,-0.108804049803922,-0.124074517745098,-0.119873705148936,-0.0891404038405797,-0.103657729076923,-0.107310493242857
"tGravityAcc-mean()-X",16,0.925981326078431,0.826874282745098,0.917818427021277,0.942457377971014,0.941587749358974,-0.206783742242857
"tGravityAcc-mean()-Y",16,-0.0668246472745098,-0.0805926025490196,-0.0584832676382979,-0.086588253942029,-0.0578867045,-0.0199270225714286
"tGravityAcc-mean()-Z",16,-0.217351194313725,-0.379059698039216,-0.225382496382979,0.0892682200463768,-0.166737468166667,0.893884468571429
"tBodyAccJerk-mean()-X",16,0.0770223771764706,0.0762526677,0.0907857064255319,0.0734346720289855,0.0736438905641026,0.0783960268571429
"tBodyAccJerk-mean()-Y",16,0.00968444678235294,0.0173729333352941,-0.0148114530276596,0.00985642890855072,0.0120767950358846,0.0132805054325714
"tBodyAccJerk-mean()-Z",16,0.00360803282352941,0.0380533591627451,-0.029312256293617,-0.0115030575052174,-0.00476310557910256,-0.00154105089764286
"tBodyGyro-mean()-X",16,-0.0151721912792157,0.0718408878078431,-0.0225373369978723,-0.0412014042275362,-0.0299337294166667,-0.0161545406857143
"tBodyGyro-mean()-Y",16,-0.0695955689607843,-0.0486136789705882,-0.068264792706383,-0.0574525433043478,-0.068667733,-0.113675060885714
"tBodyGyro-mean()-Z",16,0.0818650735686274,-0.00779288021764706,0.0835380057,0.0795736310463768,0.0867342708846154,0.0966210349428571
"tBodyGyroJerk-mean()-X",16,-0.110917348282353,-0.140908293613922,-0.103904044543617,-0.0957204520289855,-0.100107332602564,-0.1022095722
"tBodyGyroJerk-mean()-Y",16,-0.0433876843176471,-0.0296211298558824,-0.0567686629753191,-0.0450369280637681,-0.0424982241410256,-0.0347735325871429
"tBodyGyroJerk-mean()-Z",16,-0.0532986670705882,-0.035416300054902,-0.0612136932929787,-0.0588371273536232,-0.0544335294410256,-0.0576790435142857
"tBodyAccMag-mean()",16,-0.258766694117647,-0.233990331568627,0.191079793587447,-0.961879680724638,-0.969948825128205,-0.961834634857143
"tGravityAccMag-mean()",16,-0.258766694117647,-0.233990331568627,0.191079793587447,-0.961879680724638,-0.969948825128205,-0.961834634857143
"tBodyAccJerkMag-mean()",16,-0.363144483529412,-0.48321905,-0.165908810808511,-0.987472699130435,-0.989205231794872,-0.988349656571429
"tBodyGyroMag-mean()",16,-0.485931932745098,-0.308260568039216,-0.309820427234043,-0.946417382463768,-0.972528178205128,-0.951777099571429
"tBodyGyroJerkMag-mean()",16,-0.671541834117647,-0.737705162156863,-0.590896636382979,-0.992444606231884,-0.992848576025641,-0.990839526285714
"fBodyAcc-mean()-X",16,-0.394790433529412,-0.474984014705882,0.0368263528276596,-0.987043828985507,-0.989427670897436,-0.980213187428571
"fBodyAcc-mean()-Y",16,-0.321500667843137,-0.268063812745098,-0.134598352726809,-0.961456685507246,-0.96931401525641,-0.963635575142857
"fBodyAcc-mean()-Z",16,-0.244363048235294,-0.335853041176471,-0.04769426376,-0.959552230434783,-0.969999504230769,-0.974580069142857
"fBodyAcc-meanFreq()-X",16,-0.350681958176471,-0.438031145882353,-0.447958436170213,-0.00757859632753623,-0.0162371376025641,-0.34641362517
"fBodyAcc-meanFreq()-Y",16,-0.0270392028607843,-0.223644983547059,-0.00264587983404255,0.149987934068116,0.0673569419466667,-0.1830181401
"fBodyAcc-meanFreq()-Z",16,0.0309811083103922,-0.301508248862745,0.0352940709170213,0.131560420550725,0.0525158714,0.130679193077143
"fBodyAccJerk-mean()-X",16,-0.44140618254902,-0.546088862941176,-0.155444882765957,-0.990964251304348,-0.991038638974359,-0.988580046285714
"fBodyAccJerk-mean()-Y",16,-0.454270822156863,-0.468605205294118,-0.289957855489362,-0.981752167391304,-0.982425403974359,-0.984752927142857
"fBodyAccJerk-mean()-Z",16,-0.422332394117647,-0.565220840588235,-0.241974080021277,-0.981178036811594,-0.986091891538462,-0.985544945285714
"fBodyAccJerk-meanFreq()-X",16,-0.330912145882353,-0.332237727509804,-0.368978400468085,0.203452532052174,0.267452462051282,0.06559671734
"fBodyAccJerk-meanFreq()-Y",16,-0.396511933696078,-0.535799234509804,-0.417064208808511,-0.027202812815942,-0.0110757034462821,-0.0185799188572857
"fBodyAccJerk-meanFreq()-Z",16,-0.453928997882353,-0.519560112156863,-0.376637686702128,0.0110173707550725,-0.00527777880897436,0.0652078600842857
"fBodyGyro-mean()-X",16,-0.59574648627451,-0.53239971627451,-0.420844008625532,-0.978632856956522,-0.973157351666667,-0.975892407428571
"fBodyGyro-mean()-Y",16,-0.619731930392157,-0.642018064117647,-0.479512983617021,-0.96679600173913,-0.983594244615385,-0.976092920571429
"fBodyGyro-mean()-Z",16,-0.432885310980392,-0.492427493529412,-0.375000625531915,-0.960058264057971,-0.98363927,-0.985957788
"fBodyGyro-meanFreq()-X",16,-0.184031594529412,-0.380643599411765,-0.282624940382979,0.138693078721014,-0.117570139566667,-0.125551597817143
"fBodyGyro-meanFreq()-Y",16,-0.0870475841176471,-0.311988459980392,0.0791059230361702,-0.174805735936232,-0.180188922417949,-0.2155078006
"fBodyGyro-meanFreq()-Z",16,-0.285078729888235,-0.419784041764706,-0.121321578170213,0.207112798289855,0.00791532346153846,0.100235755224429
"fBodyAccMag-mean()",16,-0.410463241960784,-0.370649738235294,0.114032088546809,-0.958335480724638,-0.971082558076923,-0.968020521285714
