"","Subject","LAYING","SITTING","STANDING","WALKING","WALKING_DOWNSTAIRS","WALKING_UPSTAIRS"
"tBodyAcc-mean()-X",29,0.271999916792453,0.265423066877551,0.293140441083333,0.2771799775,0.277965065846154,0.287295196811594
"tBodyAcc-mean()-Y",29,-0.0162915600588679,-0.0299465312326531,-0.01494121505625,-0.016630680375,-0.0172605869061538,-0.0171965484202899
"tBodyAcc-mean()-Z",29,-0.106632427301887,-0.118000587840816,-0.0981339984895833,-0.1104118192,-0.108659067476923,-0.109462068173913
"tGravityAcc-mean()-X",29,0.96237438509434,0.929258953877551,0.948486215,0.891563755166667,0.974508732,-0.346789842753623
"tGravityAcc-mean()-Y",29,-0.127318078679245,-0.227120125306122,-0.0760962952291667,0.1556594569,-0.05848715356,0.807535373478261
"tGravityAcc-mean()-Z",29,0.0955792142264151,0.0443786011771429,0.0919650454166667,0.286256063666667,0.0316145849747692,0.590452224057971
"tBodyAccJerk-mean()-X",29,0.0853743348528302,0.106345193353878,0.0636871965479167,0.0745438102516667,0.0753052530307692,0.0718861195971014
"tBodyAccJerk-mean()-Y",29,0.0223870454150943,-0.000689019191836735,0.000621016968750005,0.00598531404666667,0.0115104978664615,0.0116912059556522
"tBodyAccJerk-mean()-Z",29,0.00941547304716981,-0.0290713871612245,-0.0140642983104167,0.003167700952,0.000332894985246154,0.00241542784130435
"tBodyGyro-mean()-X",29,-0.00795668167188679,0.0931989463020408,-0.0374126070957292,-0.0379271112333333,-0.0276075573307692,-0.0258281004782609
"tBodyGyro-mean()-Y",29,-0.081960153154717,-0.152328112210204,-0.0851045889895833,-0.0755797672133333,-0.0721060679123077,-0.0761814357028986
"tBodyGyro-mean()-Z",29,0.0856852236188679,0.0854318123467347,0.0822244074666667,0.0580495969166667,0.0827583768461538,0.127411971652174
"tBodyGyroJerk-mean()-X",29,-0.10688830318283,-0.130429072653061,-0.0743986469979167,-0.0953636995833333,-0.0988701505538462,-0.0995339880724638
"tBodyGyroJerk-mean()-Y",29,-0.0479898124113208,-0.0511035119816327,-0.0671482305364583,-0.040001843485,-0.0405110578461538,-0.0386768295072464
"tBodyGyroJerk-mean()-Z",29,-0.0392368986679245,-0.0680938780306122,-0.0359648430270833,-0.047000897695,-0.0544926306307692,-0.0674469666086956
"tBodyAccMag-mean()",29,-0.0955213393716981,0.00834360271428571,0.103705165666667,-0.978017021833333,-0.984745318923077,-0.986493196666667
"tGravityAccMag-mean()",29,-0.0955213393716981,0.00834360271428571,0.103705165666667,-0.978017021833333,-0.984745318923077,-0.986493196666667
"tBodyAccJerkMag-mean()",29,-0.240231677415094,-0.344324833061224,-0.138637624454167,-0.990719807666667,-0.990785419538462,-0.992725367826087
"tBodyGyroMag-mean()",29,-0.28057326754717,0.0439627677608163,-0.122968108816667,-0.962377332166667,-0.980657340461539,-0.971923623043478
"tBodyGyroJerkMag-mean()",29,-0.506242118113208,-0.617340803061225,-0.539174456458333,-0.995392308166667,-0.992144698923077,-0.997322526811594
"fBodyAcc-mean()-X",29,-0.135819505761321,-0.109793480008163,0.110663200244167,-0.991093963666667,-0.995024039692308,-0.986626999275362
"fBodyAcc-mean()-Y",29,-0.0349642325433962,-0.196011503540816,-0.02122937175,-0.969609501666667,-0.973345770461538,-0.989034304057971
"fBodyAcc-mean()-Z",29,-0.279734839433962,-0.320487882857143,-0.266692150208333,-0.975623030833333,-0.984096024769231,-0.989473926666667
"fBodyAcc-meanFreq()-X",29,-0.313574137584906,-0.43825767622449,-0.403870434583333,-0.02866874131,0.128678489443077,-0.0876059706014493
"fBodyAcc-meanFreq()-Y",29,0.232676315733962,-0.131972012708163,0.1828974943125,0.107609317655,0.00473420032492308,0.328259354627536
"fBodyAcc-meanFreq()-Z",29,0.120197007067925,-0.512761405673469,0.045375675810625,0.210335313366667,0.174524531548,0.334787399391304
"fBodyAccJerk-mean()-X",29,-0.210469887150943,-0.225067771046939,-0.0382458213333333,-0.993445760166667,-0.993736906,-0.992153982028986
"fBodyAccJerk-mean()-Y",29,-0.0880213408433962,-0.408886605510204,-0.0977850659541667,-0.983883193,-0.983194980615385,-0.989398823913043
"fBodyAccJerk-mean()-Z",29,-0.394877826981132,-0.646198587755102,-0.411173451875,-0.988470241,-0.988541579384615,-0.992018447826087
"fBodyAccJerk-meanFreq()-X",29,-0.201300454630189,-0.379789331795918,-0.270161022958333,0.277955332916667,0.303254910076923,0.138616312664928
"fBodyAccJerk-meanFreq()-Y",29,-0.0699038849622642,-0.444248720204082,-0.206525790529167,0.0277396724596667,-0.0558737239646154,0.134734984846377
"fBodyAccJerk-meanFreq()-Z",29,0.00648587851509434,-0.514054756122449,-0.135910897154167,0.11719232372,0.148596745,0.165235128105797
"fBodyGyro-mean()-X",29,-0.431490048490566,-0.260519290404082,-0.18941800145,-0.988393569,-0.974485449538462,-0.99312260884058
"fBodyGyro-mean()-Y",29,-0.362232316226415,-0.39404534122449,-0.463125032083333,-0.990329245333333,-0.991586674,-0.993696336521739
"fBodyGyro-mean()-Z",29,-0.397277495471698,-0.34170013244898,-0.199225894479167,-0.9739335945,-0.983654714461538,-0.976184322608696
"fBodyGyro-meanFreq()-X",29,0.180832984196226,-0.291046726669388,-0.172300403285625,0.0698387733133333,-0.105103421435385,0.23594998557971
