"","Subject","LAYING","SITTING","STANDING","WALKING","WALKING_DOWNSTAIRS","WALKING_UPSTAIRS"
"tBodyAcc-mean()-X",20,0.272589336470588,0.252098317156863,0.296144421355556,0.278045439090909,0.278076904657534,0.239507882205882
"tBodyAcc-mean()-Y",20,-0.021199992245098,-0.0282258047588235,-0.00964120773155556,-0.0147229305131818,-0.0180695049161644,-0.0144406281132353
"tBodyAcc-mean()-Z",20,-0.113539477098039,-0.121023947784314,-0.104602925937778,-0.108369634515152,-0.100402759931507,-0.104274322538235
"tGravityAcc-mean()-X",20,0.899965205686274,0.777095717058824,0.91972663,0.924454522424242,0.911231752465753,-0.472431415573529
"tGravityAcc-mean()-Y",20,-0.344443913137255,-0.479894842941176,-0.277419718666667,0.0733385412878788,-0.305938716712329,0.864882956617647
"tGravityAcc-mean()-Z",20,-0.035130214,-0.130117634791765,-0.0282591579777778,0.151679135228788,0.0708655286023288,0.477573305
"tBodyAccJerk-mean()-X",20,0.0841234323137255,0.0836451256901961,0.0695031058,0.0746568393030303,0.0763556159315068,0.0892716006470588
"tBodyAccJerk-mean()-Y",20,-0.0210619558882353,0.00659982629803922,0.00436449644888889,0.00597430268636364,0.0116930221630137,0.00110822495382353
"tBodyAccJerk-mean()-Z",20,0.00634457223529412,-0.024542099304902,-0.00253482149777778,0.00160134859924242,-0.00613681937487671,-0.00309891846569118
"tBodyGyro-mean()-X",20,-0.0234104225980392,0.0659193258862745,-0.111367747557778,-0.036405928969697,-0.0241335049573973,-0.0231760616308824
"tBodyGyro-mean()-Y",20,-0.074105054612549,-0.174650964745098,0.0139023395111111,-0.0650689347121212,-0.0698308923617808,-0.0954899626029412
"tBodyGyro-mean()-Z",20,0.0851359929294118,0.058701941845098,0.103900480541333,0.0642882138333333,0.0773671448739726,0.123680209926471
"tBodyGyroJerk-mean()-X",20,-0.0679992365372549,-0.148389168870392,-0.0452503065777778,-0.0959970816060606,-0.102049132684932,-0.0995033069117647
"tBodyGyroJerk-mean()-Y",20,-0.0514175758627451,-0.0189816250372549,-0.0577371504488889,-0.0407299244348485,-0.0432152397506849,-0.038776298
"tBodyGyroJerk-mean()-Z",20,-0.0549273707529412,-0.0518985451176471,-0.061531283,-0.0465835149090909,-0.051815224739726,-0.0610028293088235
"tBodyAccMag-mean()",20,0.039402280578902,0.00872502461176471,0.221851587933333,-0.952738043030303,-0.92240685739726,-0.960743126176471
"tGravityAccMag-mean()",20,0.039402280578902,0.00872502461176471,0.221851587933333,-0.952738043030303,-0.92240685739726,-0.960743126176471
"tBodyAccJerkMag-mean()",20,-0.0429359302764706,-0.255611242098039,-0.0612699838466667,-0.978774578333333,-0.956624899041096,-0.984670073823529
"tBodyGyroMag-mean()",20,0.0686275147882353,0.0223302538235294,0.0938419436933333,-0.939574435606061,-0.883675028630137,-0.9604473725
"tBodyGyroJerkMag-mean()",20,-0.194893253196078,-0.37192841627451,-0.268183423577778,-0.983010276060606,-0.94793650109589,-0.986749500882353
"fBodyAcc-mean()-X",20,-0.147404272166667,-0.140439074776471,-0.0343309987555556,-0.981203064242424,-0.96193272890411,-0.965728781617647
"fBodyAcc-mean()-Y",20,0.403465950921569,-0.0293832440223529,0.524187686888889,-0.945198619242424,-0.898194212465753,-0.965595958382353
"fBodyAcc-mean()-Z",20,-0.272213861705882,-0.318431522156863,-0.188098811986667,-0.947597457121212,-0.929985824794521,-0.976392651323529
"fBodyAcc-meanFreq()-X",20,-0.227319943784314,-0.448492302764706,-0.497514721777778,-0.0618890358893939,-0.0732793888890411,-0.213034275557353
"fBodyAcc-meanFreq()-Y",20,-0.00368602589490196,-0.155662086254902,-0.04949564172,-0.00500928635151515,-0.164770675523288,0.274452420529412
"fBodyAcc-meanFreq()-Z",20,0.239414630235294,-0.109083616015431,0.0511864886377778,0.00873886492424242,-0.0103801728945205,0.276898539791176
"fBodyAccJerk-mean()-X",20,-0.138717234372549,-0.256162264623529,-0.199360430553978,-0.982243603030303,-0.959710489315069,-0.983889985147059
