"","Subject","LAYING","SITTING","STANDING","WALKING","WALKING_DOWNSTAIRS","WALKING_UPSTAIRS"
"tBodyAcc-mean()-X",30,0.276406758,0.271415642261538,0.283190646967742,0.268336081379032,0.277112699152542,0.281033900571429
"tBodyAcc-mean()-Y",30,-0.0175880385730769,-0.0253311698786154,-0.0174383900204839,-0.00804731295322581,-0.0170163887813559,-0.0194494098614286
"tBodyAcc-mean()-Z",30,-0.0986247068969231,-0.124697493775385,-0.0999781422322581,-0.099515446133871,-0.108756209835593,-0.1036581505
"tGravityAcc-mean()-X",30,0.965217551076923,0.93182983,0.958000491451613,0.825473836935484,0.968556705084746,-0.344737755285714
"tGravityAcc-mean()-Y",30,-0.157673823846154,-0.226647292153846,-0.126710371903226,0.114588392624871,-0.100296804186441,0.732661247714286
"tGravityAcc-mean()-Z",30,-0.00392556384476923,-0.0221401100714154,0.0288081674653226,0.34476602,0.0243044362542373,0.681459210714286
"tBodyAccJerk-mean()-X",30,0.0688689970184615,0.0579840372876923,0.0883933037048387,0.0760057731790323,0.0752414472033898,0.0752196666428571
"tBodyAccJerk-mean()-Y",30,0.0219656545,-0.00358719228769231,-0.00756110754193549,0.00975692523887097,0.0120860416340678,0.0107680190087143
"tBodyAccJerk-mean()-Z",30,-0.00739534236,0.0161506198923077,-0.0118301423032258,-0.00278161828080645,0.00190841458130508,-0.000374189681428571
"tBodyGyro-mean()-X",30,-0.0459505355861538,-0.00355974576923077,-0.0745591301759677,-0.0358426482048387,-0.027613853538983,-0.0267812218571429
"tBodyGyro-mean()-Y",30,-0.0649170927338462,-0.0779606464676923,-0.0693112411951613,-0.074353558416129,-0.0670334379830509,-0.0761476351714286
"tBodyGyro-mean()-Z",30,0.0839568239261538,0.0814699303289231,0.0895767797064516,0.0702002598387097,0.0802514754237288,0.0938472163142857
"tBodyGyroJerk-mean()-X",30,-0.0873839917276923,-0.108414261326154,-0.0615954583870968,-0.095270767516129,-0.0997160228220339,-0.102277358585714
"tBodyGyroJerk-mean()-Y",30,-0.0617028868769231,-0.0141113353615385,-0.0496807640258064,-0.0407930587264516,-0.0437759700423729,-0.0384875867528571
"tBodyGyroJerk-mean()-Z",30,-0.0446007229941538,-0.0364157841384615,-0.0543595229322581,-0.0488204595806452,-0.0520307176474576,-0.0595736770285714
"tBodyAccMag-mean()",30,-0.195140032969231,-0.137627857227385,-0.0373901122469355,-0.957487221451613,-0.930573574915254,-0.969829984285714
"tGravityAccMag-mean()",30,-0.195140032969231,-0.137627857227385,-0.0373901122469355,-0.957487221451613,-0.930573574915254,-0.969829984285714
"tBodyAccJerkMag-mean()",30,-0.352111713846154,-0.596600099538461,-0.293738801622581,-0.987799055645161,-0.971225190169491,-0.97923282
"tBodyGyroMag-mean()",30,-0.0229640797463077,-0.113608367276923,-0.095537320533871,-0.955847323870968,-0.913890564915254,-0.962284921142857
"tBodyGyroJerkMag-mean()",30,-0.472068729846154,-0.718780256769231,-0.574337006451613,-0.993737388225806,-0.972995273898305,-0.985086413428571
"fBodyAcc-mean()-X",30,-0.351402910907692,-0.420402828153846,-0.106966957087097,-0.985008785,-0.972014050847458,-0.974789999285714
"fBodyAcc-mean()-Y",30,-0.193856663907692,-0.297813768569231,-0.0216637054241935,-0.954076042258065,-0.919475121186441,-0.959974274571429
"fBodyAcc-mean()-Z",30,-0.309558882615385,-0.36751984,-0.25806736666129,-0.966274090645161,-0.938089774915254,-0.970321991714286
"fBodyAcc-meanFreq()-X",30,-0.3463571356,-0.590261485846154,-0.463302877096774,-0.122700486687097,-0.0532792165508475,-0.222958352901429
"fBodyAcc-meanFreq()-Y",30,0.0306217232524615,-0.333821697015385,-0.0640945645596774,0.00713815064193549,-0.237859819881356,0.0705691086571429
"fBodyAcc-meanFreq()-Z",30,-0.0837532847692308,-0.512248393061538,0.0428809889629032,0.0927750236451613,-0.0288534478820339,0.230269753914286
"fBodyAccJerk-mean()-X",30,-0.389595631107692,-0.55067842,-0.234923146633871,-0.988775436451613,-0.967857589322034,-0.976887901571429
"fBodyAccJerk-mean()-Y",30,-0.299525343907692,-0.592919440769231,-0.224992780432258,-0.980405717258064,-0.957434887457627,-0.971696279857143
"fBodyAccJerk-mean()-Z",30,-0.467030710153846,-0.737803881230769,-0.399688694032258,-0.985978315322581,-0.962892627966102,-0.975632420428571
"fBodyAccJerk-meanFreq()-X",30,-0.268877781692308,-0.4436963292,-0.307116650137097,0.136689127145161,0.0608341046813559,0.0410381510042857
"fBodyAccJerk-meanFreq()-Y",30,-0.274838924907692,-0.536743839846154,-0.425051654887097,-0.127783839180645,-0.265980374040678,-0.141961208041714
"fBodyAccJerk-meanFreq()-Z",30,-0.201229692864615,-0.626167597384615,-0.168340698203226,-0.021487476616129,-0.0606641528305085,0.0650536847772571
"fBodyGyro-mean()-X",30,-0.374440300461538,-0.488039003123077,-0.263061628069355,-0.987034626451613,-0.915742855084746,-0.971789052714286
"fBodyGyro-mean()-Y",30,-0.175900924040154,-0.366058433230769,-0.348065119677419,-0.982005883387097,-0.945628836949153,-0.968170332428571
"fBodyGyro-mean()-Z",30,-0.247350343692308,-0.318937001538462,-0.263720763854839,-0.961177109516129,-0.937798124576271,-0.967577361142857
"fBodyGyro-meanFreq()-X",30,-0.207685653438462,-0.336954240521538,-0.395770150677419,-0.0154022432258065,-0.393526161,-0.06617939667
"fBodyGyro-meanFreq()-Y",30,-0.380731546523077,-0.642703957846154,-0.286467078274194,-0.312781565,-0.302348710389831,-0.239924763457143
"fBodyGyro-meanFreq()-Z",30,-0.2626507412,-0.483683270815385,-0.252762856822581,-0.0503841254806452,-0.248631168027119,0.0674681472885714
"fBodyAccMag-mean()",30,-0.342363772923077,-0.400588353846154,0.00410151034354839,-0.959923388064516,-0.932047450677966,-0.962840820428571
"fBodyAccMag-meanFreq()",30,0.0483161700923077,-0.312338030213846,-0.072482764933871,0.0705937003967742,-0.111500209335424,0.17601722025
"fBodyBodyAccJerkMag-mean()",30,-0.347180134692308,-0.549784890615385,-0.125961400367742,-0.985826330967742,-0.953357615932203,-0.969949269571429
"fBodyBodyAccJerkMag-meanFreq()",30,0.115010838159538,-0.0484762641046154,-0.125210388757581,0.318768530887097,0.0494752816016949,0.172121086168571
"fBodyBodyGyroMag-mean()",30,-0.358344356,-0.449150735076923,-0.356772347348871,-0.973876282903226,-0.917449417288136,-0.962001199
