"","Subject","LAYING","SITTING","STANDING","WALKING","WALKING_DOWNSTAIRS","WALKING_UPSTAIRS"
"tBodyAcc-mean()-X",17,0.272341855245902,0.252604768583333,0.29391828326087,0.2773570196875,0.277942503333333,0.269780085577465
"tBodyAcc-mean()-Y",17,-0.0184875403339344,-0.0228645614308333,-0.0167359404347826,-0.014156274084375,-0.0174120064169231,-0.0168462006729577
"tBodyAcc-mean()-Z",17,-0.109792122032787,-0.121290442104167,-0.0892432745173913,-0.11362408509375,-0.111432145565,-0.107006279704225
"tGravityAcc-mean()-X",17,0.92811236852459,0.853530565833333,0.928817578043478,0.94488374765625,0.904678547435897,-0.19913309
"tGravityAcc-mean()-Y",17,-0.179927382704918,-0.284153753333333,-0.151077057652174,-0.002814673171875,-0.257486817948718,0.658792072253521
"tGravityAcc-mean()-Z",17,-0.190265949622951,-0.298171464166667,-0.160962985956522,-0.135803881679687,-0.202687757012821,0.722657502112676
"tBodyAccJerk-mean()-X",17,0.0773188580032787,0.07680441704375,0.118250858006522,0.075070986171875,0.0740864955641026,0.077908974656338
"tBodyAccJerk-mean()-Y",17,0.0130098548360656,0.03083565139375,-0.0113826178208696,0.0056097104915625,0.00657853452564103,0.00706867100408451
"tBodyAccJerk-mean()-Z",17,0.0243753334442623,0.00759533846458334,-0.00939838078195652,-0.0015544841534375,-0.00403599594166667,-0.000143542544507042
"tBodyGyro-mean()-X",17,-0.00922265519180328,-0.0304250571395833,0.0677728390673913,-0.042549159015625,-0.0269576937130769,-0.0234756467113239
"tBodyGyro-mean()-Y",17,-0.0839773343770492,-0.0548455941370417,-0.123517195928261,-0.0669245931234375,-0.0770632126371795,-0.0944580192535211
"tBodyGyro-mean()-Z",17,0.0757132656704918,0.0560931358145833,0.0162878745776087,0.0860053803375,0.0880561869358974,0.111440490309859
"tBodyGyroJerk-mean()-X",17,-0.109959237927869,-0.142655397660417,-0.1077700285,-0.094247696875,-0.101289168653846,-0.102049763957746
"tBodyGyroJerk-mean()-Y",17,-0.0379251328622951,-0.0414496328508333,-0.0381702367441304,-0.0411134199378125,-0.0404518753974359,-0.0361961143943662
"tBodyGyroJerk-mean()-Z",17,-0.0513807166754098,-0.0223482086545833,-0.0582518846641304,-0.051090324421875,-0.0546331330897436,-0.0604927046338028
"tBodyAccMag-mean()",17,-0.151151487704918,-0.0128062276916667,0.148951103536087,-0.97274734640625,-0.977635981410256,-0.953021411126761
"tGravityAccMag-mean()",17,-0.151151487704918,-0.0128062276916667,0.148951103536087,-0.97274734640625,-0.977635981410256,-0.953021411126761
"tBodyAccJerkMag-mean()",17,-0.301093269180328,-0.357233897916667,-0.221631694184783,-0.99281471515625,-0.991742753589744,-0.981607627887324
"tBodyGyroMag-mean()",17,-0.335009836885246,-0.235191249091667,-0.232641763307609,-0.967177744375,-0.978184576538462,-0.960733121690141
"tBodyGyroJerkMag-mean()",17,-0.517167440655738,-0.637367490625,-0.540325787826087,-0.996334795,-0.993672973717949,-0.985542411126761
"fBodyAcc-mean()-X",17,-0.360991674918033,-0.1397522212625,-0.0226239171245652,-0.9939693815625,-0.990927533846154,-0.974359280140845
"fBodyAcc-mean()-Y",17,-0.0650267622126229,-0.1175197356,-0.130272514565217,-0.96992798921875,-0.97417056948718,-0.954648102253521
"fBodyAcc-mean()-Z",17,-0.382832802295082,-0.3999234945625,-0.3180818605,-0.97484160453125,-0.980231575769231,-0.965406091549296
"fBodyAcc-meanFreq()-X",17,-0.414940955557377,-0.5292345090625,-0.514562240434783,0.0284866289765625,-0.0325532545820513,-0.115141826580282
"fBodyAcc-meanFreq()-Y",17,0.00857138068540984,-0.15669437456875,-0.155801013828261,0.135749049678125,0.0455207736730769,0.0546075608732394
"fBodyAcc-meanFreq()-Z",17,-0.0933328732232787,-0.258321394134167,-0.113333185608696,0.183913630364062,0.107584733661538,0.0834467170676056
"fBodyAccJerk-mean()-X",17,-0.423446094590164,-0.360272225833333,-0.215092049054348,-0.99454262109375,-0.992129225769231,-0.98147206915493
