"","Subject","LAYING","SITTING","STANDING","WALKING","WALKING_DOWNSTAIRS","WALKING_UPSTAIRS"
"tBodyAcc-mean()-X",5,0.27784234625,0.268459469914894,0.29354392712766,0.273694139545455,0.282544390892857,0.278334325576923
"tBodyAcc-mean()-Y",5,-0.0172850317482679,-0.0325269755153191,-0.00850107533191489,-0.00990083527045455,-0.00700418554517857,-0.0183042123269231
"tBodyAcc-mean()-Z",5,-0.107741776464286,-0.107471453914894,-0.100319930659574,-0.108540300265909,-0.102171095696429,-0.107937603673077
"tGravityAcc-mean()-X",5,0.972624959821429,0.936821834893617,0.956649352553192,0.880731443863636,0.960188699107143,-0.483470597692308
"tGravityAcc-mean()-Y",5,-0.100440285303571,-0.265942569148936,-0.0607578318319149,0.168445524,-0.03871012665,0.954890346153846
"tGravityAcc-mean()-Z",5,0.00247623628392857,-0.0232035364248936,0.0216777910246191,0.143006857611364,0.138638436607143,0.263644691923077
"tBodyAccJerk-mean()-X",5,0.0845888833571429,0.0795443483829787,0.109650600459574,0.0749577410909091,0.0725189859107143,0.0848164824230769
"tBodyAccJerk-mean()-Y",5,-0.0163194101232143,0.0140130363106383,0.0137618233808511,-0.00278773346136363,-0.00221990214464286,0.00747460829615385
"tBodyAccJerk-mean()-Z",5,8.32159351785732e-05,-0.025590953282766,0.0213397664446809,0.00338609594827273,-0.0122812220569643,-0.00304067159653846
"tBodyGyro-mean()-X",5,-0.0488919896632143,0.0395191121489362,-0.068294569906383,-0.0422355209795455,-0.0322711902673214,-0.0218935013501923
"tBodyGyro-mean()-Y",5,-0.0690135249642857,-0.117195551802128,-0.0707805998787234,-0.0835484079545455,-0.050987505,-0.0798709596153846
"tBodyGyro-mean()-Z",5,0.0815435495892857,0.0424442819489362,0.0806559989574468,0.0823934451590909,0.0690945763946429,0.159894366942308
"tBodyGyroJerk-mean()-X",5,-0.0888408355267857,-0.143029686361702,-0.110149008255319,-0.0889747665681818,-0.0922249863035714,-0.102114125
"tBodyGyroJerk-mean()-Y",5,-0.0449559531089286,-0.0559895777393617,-0.0708296588478723,-0.0454702982386364,-0.0399108188821429,-0.0404446925288462
"tBodyGyroJerk-mean()-Z",5,-0.0482679596035714,-0.0534895401,-0.0399656935617021,-0.0487714733568182,-0.0422221341625,-0.07083096875
"tBodyAccMag-mean()",5,-0.158338674394643,0.0435562021989362,0.211138853638298,-0.9379783225,-0.906104701071429,-0.966777882884615
"tGravityAccMag-mean()",5,-0.158338674394643,0.0435562021989362,0.211138853638298,-0.9379783225,-0.906104701071429,-0.966777882884615
"tBodyAccJerkMag-mean()",5,-0.288333024071429,-0.247403476914894,-0.0637528559361702,-0.969320155681818,-0.956863566071429,-0.980141253846154
"tBodyGyroMag-mean()",5,-0.355933083571429,-0.235516929306383,-0.218029835319149,-0.934301646590909,-0.900671630714286,-0.946938300576923
"tBodyGyroJerkMag-mean()",5,-0.444532485357143,-0.47348816787234,-0.39719562106383,-0.973848287045455,-0.958405900892857,-0.9864194225
"fBodyAcc-mean()-X",5,-0.287782607410714,-0.161485339978723,0.0984320090212766,-0.977450812045455,-0.964500917321429,-0.968741678461538
"fBodyAcc-mean()-Y",5,0.00946037755178572,0.0728903158085106,0.0792280694042553,-0.921434735681818,-0.890796360535714,-0.965419520961538
"fBodyAcc-mean()-Z",5,-0.490251090714286,-0.457470676808511,-0.374740089574468,-0.946064216818182,-0.915083799107143,-0.977007724615385
"fBodyAcc-meanFreq()-X",5,-0.322382010942857,-0.427706137489362,-0.45352450106383,-0.0209330490795455,-0.0164066779678571,-0.135632454076923
"fBodyAcc-meanFreq()-Y",5,-0.00204051097321429,-0.122487323859574,0.0363662394234043,0.0684590033636364,-0.00894413194107143,0.466528231788462
"fBodyAcc-meanFreq()-Z",5,0.0247389728696429,-0.135264615917021,-0.00437220373021277,0.0403161796295455,-0.028287522525,0.132310871284615
"fBodyAccJerk-mean()-X",5,-0.344954806428571,-0.289725470425532,-0.0368012151170213,-0.976024951136364,-0.963059235178571,-0.982689657115385
"fBodyAccJerk-mean()-Y",5,-0.181055554206071,-0.19681792087234,-0.0568032957531915,-0.954237489772727,-0.93137020875,-0.965328566153846
"fBodyAccJerk-mean()-Z",5,-0.590496615535714,-0.606717464680851,-0.491979946170213,-0.969501330681818,-0.958438726607143,-0.983250309423077
"fBodyAccJerk-meanFreq()-X",5,-0.359372577678571,-0.397835581489362,-0.350911621829787,0.0757356169022727,0.150463078469643,0.239915157321154
"fBodyAccJerk-meanFreq()-Y",5,-0.534049822678571,-0.577009359574468,-0.470994737234043,-0.131861736040909,-0.143681804520893,0.195677336307692
"fBodyAccJerk-meanFreq()-Z",5,-0.3441509245,-0.339640932702128,-0.303523360659574,-0.0644960732795455,-0.0333637020357143,0.0916938788480769
"fBodyGyro-mean()-X",5,-0.372668749642857,-0.263615096246809,-0.295345101425532,-0.957117251818182,-0.909661802321429,-0.975797491730769
"fBodyGyro-mean()-Y",5,-0.513951718392857,-0.516609046808511,-0.382483075106383,-0.955460359318182,-0.939373524464286,-0.978249645769231
"fBodyGyro-mean()-Z",5,-0.213127031035714,-0.139801393244681,-0.034175027916383,-0.938003425909091,-0.907190836607143,-0.963202948461538
"fBodyGyro-meanFreq()-X",5,-0.0458601936214286,-0.0615803357659574,-0.00892286550425532,0.125891358536364,-0.178598410944643,-0.0227235857115385
"fBodyGyro-meanFreq()-Y",5,-0.0191860123089286,-0.138063832148936,-0.00764242092148936,-0.187706341013636,-0.162944927001786,0.06812484775
"fBodyGyro-meanFreq()-Z",5,0.167457819108929,0.0608132840234043,0.211555807,0.0966833908409091,-0.109180363773214,0.0413600281009615
"fBodyAccMag-mean()",5,-0.304992488892857,-0.169261525,0.155742168808511,-0.936290604545455,-0.9046413925,-0.962234984038462
"fBodyAccMag-meanFreq()",5,0.149852522225,-0.020494853812766,-0.0137055065085106,0.0586075165227273,-0.0169422323298214,0.292032094967308
"fBodyBodyAccJerkMag-mean()",5,-0.269481661080357,-0.264674938957447,0.00918394264170213,-0.964440302272727,-0.941825903035714,-0.977356379807692
"fBodyBodyAccJerkMag-meanFreq()",5,-0.00497287788214286,0.124513300170213,0.110968064831915,0.245936717454545,0.140971600726786,0.197005001461538
"fBodyBodyGyroMag-mean()",5,-0.484262828928571,-0.392564530851064,-0.349338414731915,-0.944760322045455,-0.904543921607143,-0.968257068846154
"fBodyBodyGyroMag-meanFreq()",5,0.250620609769643,-0.0234001987774468,0.204633757510638,-0.00578350086590909,-0.157768871232143,0.102441765923077
"fBodyBodyGyroJerkMag-mean()",5,-0.548053574821429,-0.571344138723404,-0.453697247021277,-0.971598370227273,-0.952286438035714,-0.984618025769231
"fBodyBodyGyroJerkMag-meanFreq()",5,0.0527330125375,0.00578631120914894,0.0723815085255319,0.08129013264,-0.0393135966410714,0.0247367106615385
"tBodyAcc-std()-X",5,-0.294098534232143,-0.0457237779851064,0.275046110468085,-0.980945022045455,-0.968591815714286,-0.965934509615385
"tBodyAcc-std()-Y",5,0.0767484028053571,0.185022459476596,0.0907630761042553,-0.904335121022727,-0.869439913392857,-0.969295613269231
"tBodyAcc-std()-Z",5,-0.45702143625,-0.308938978787234,-0.325891435319149,-0.926094740227273,-0.869327321785714,-0.968562516346154
"tGravityAcc-std()-X",5,-0.979348381428571,-0.95357996893617,-0.950490938510638,-0.983137541590909,-0.974088206071429,-0.945695336153846
"tGravityAcc-std()-Y",5,-0.961585474821429,-0.900511719787234,-0.912363420851064,-0.939942979795454,-0.931973943392857,-0.985964053846154
"tGravityAcc-std()-Z",5,-0.964580803928571,-0.92141958,-0.927192732978723,-0.945008999545455,-0.914608495714286,-0.977076645
"tBodyAccJerk-std()-X",5,-0.302891024625,-0.223896564340426,0.0322415501638298,-0.975204850227273,-0.962647080178571,-0.983307862115385
"tBodyAccJerk-std()-Y",5,-0.0910397428607143,-0.125026612744681,0.0473612314702128,-0.952786261136364,-0.931217140714286,-0.964560430961538
"tBodyAccJerk-std()-Z",5,-0.612895318571429,-0.63836903212766,-0.52265163787234,-0.973436529545455,-0.963832118928571,-0.985419368461538
"tBodyGyro-std()-X",5,-0.490877497857143,-0.443342262340426,-0.46064684487234,-0.966225485,-0.910395222321429,-0.979498706538461
"tBodyGyro-std()-Y",5,-0.504622029821429,-0.440345826382979,-0.409134149148936,-0.950064068181818,-0.933738104107143,-0.977427370576923
"tBodyGyro-std()-Z",5,-0.318700615178571,-0.26545133312766,-0.227869042382979,-0.940637937045455,-0.907471555714286,-0.960583776923077
"tBodyGyroJerk-std()-X",5,-0.357681403285714,-0.305245202489362,-0.411302217446809,-0.966037012045455,-0.941930044107143,-0.983422257692308
"tBodyGyroJerk-std()-Y",5,-0.57143812375,-0.631822048297872,-0.514591487234043,-0.975433911363636,-0.961177741607143,-0.983759479230769
"tBodyGyroJerk-std()-Z",5,-0.157682543983929,-0.282154378489362,-0.0344217467042553,-0.964878512727273,-0.944755343035714,-0.989679592307692
"tBodyAccMag-std()",5,-0.377178733392857,-0.136736383765957,0.205422375957447,-0.920939027727273,-0.87977380125,-0.958612786346154
"tGravityAccMag-std()",5,-0.377178733392857,-0.136736383765957,0.205422375957447,-0.920939027727273,-0.87977380125,-0.958612786346154
