"","Subject","LAYING","SITTING","STANDING","WALKING","WALKING_DOWNSTAIRS","WALKING_UPSTAIRS"
"tBodyAcc-mean()-X",1,0.277330758736842,0.255461689622641,0.289188320408163,0.261237565425532,0.278917629056604,0.22159824394
"tBodyAcc-mean()-Y",1,-0.0173838185273684,-0.0239531492643396,-0.00991850461020408,-0.00130828765170213,-0.0161375901037736,-0.0405139534294
"tBodyAcc-mean()-Z",1,-0.111148103547368,-0.0973020020943396,-0.107566190908163,-0.104544182255319,-0.110601817735849,-0.11320355358
"tGravityAcc-mean()-X",1,0.935223201473684,0.89335109754717,0.931874418979592,0.831509933404255,0.942952000377358,-0.24888179828
"tGravityAcc-mean()-Y",1,-0.282165021263158,-0.362153364339623,-0.266610338979592,0.204411592680851,-0.272983832264151,0.70554977346
"tGravityAcc-mean()-Z",1,-0.068102864,-0.075402939754717,-0.0621199585938775,0.332043702765957,0.0134905823226415,0.4458177198
"tBodyAccJerk-mean()-X",1,0.0740416333157895,0.101372729922642,0.0541553164897959,0.0774825199574468,0.0753766542264151,0.0810865342
"tBodyAccJerk-mean()-Y",1,0.0282721095884211,0.0194863076188679,0.0296504490408163,-0.000619102785106384,0.00797573092830189,0.0038382040088
"tBodyAccJerk-mean()-Z",1,-0.00416840617789474,-0.0455625449113208,-0.0109719730183673,-0.00336779235021277,-0.00368524954709434,0.010834236361
"tBodyGyro-mean()-X",1,-0.041830963526,0.050549379754717,-0.0350781902989796,-0.045350056512766,-0.0239877347979245,-0.016553093978
"tBodyGyro-mean()-Y",1,-0.0695300462115789,-0.166170015088679,-0.0909371290204082,-0.0919241549361702,-0.0593972209811321,-0.064486124088
"tBodyGyro-mean()-Z",1,0.0849448173042105,0.0583595463981132,0.0900850142030612,0.0629313811914894,0.074800751,0.14868943626
"tBodyGyroJerk-mean()-X",1,-0.0899975423705263,-0.122232768011321,-0.0739592036271429,-0.0936793807234043,-0.0996092129056604,-0.107270949192
"tBodyGyroJerk-mean()-Y",1,-0.0398428709463158,-0.0421485884509434,-0.0439902783367347,-0.0402118124255319,-0.0440627877924528,-0.04151728689
"tBodyGyroJerk-mean()-Z",1,-0.0461309295021053,-0.0407125527654717,-0.0270461061061224,-0.046702627,-0.0489505466716981,-0.0740501211
"tBodyAccMag-mean()",1,-0.136971176556842,-0.129927630735849,0.0271882914106122,-0.948536786170213,-0.984278207358491,-0.8419291525
"tGravityAccMag-mean()",1,-0.136971176556842,-0.129927630735849,0.0271882914106122,-0.948536786170213,-0.984278207358491,-0.8419291525
"tBodyAccJerkMag-mean()",1,-0.141428809031579,-0.466503446226415,-0.0894474807979592,-0.987364195531915,-0.992367790566038,-0.9543962646
"tBodyGyroMag-mean()",1,-0.160979552536842,-0.126735589969811,-0.0757412543673469,-0.93089249,-0.976493792830189,-0.874759548
"tBodyGyroJerkMag-mean()",1,-0.298703679084211,-0.59488286509434,-0.295463843346939,-0.991976341276596,-0.994966790566038,-0.96346103
"fBodyAcc-mean()-X",1,-0.202794306326316,-0.404321784150943,0.0382291831510204,-0.979641238723404,-0.995249932641509,-0.9390990524
"fBodyAcc-mean()-Y",1,0.0897127264021053,-0.190976720811321,0.00154990783591837,-0.944084550425532,-0.977070847735849,-0.86706520518
"fBodyAcc-mean()-Z",1,-0.331560117789474,-0.433349702075472,-0.225574471693878,-0.959184889148936,-0.985297098679245,-0.8826668762
"fBodyAcc-meanFreq()-X",1,-0.207548374494737,-0.418735000377359,-0.307395198687755,-0.0495135975489362,0.0865153619088679,-0.158792670508
"fBodyAcc-meanFreq()-Y",1,0.113093646103158,-0.160697213516981,0.0632200839346939,0.0759460768510638,0.117478948718868,0.097534841586
"fBodyAcc-meanFreq()-Z",1,0.0497265196172632,-0.520114793584906,0.294322700810612,0.238829870148936,0.244858585792453,0.08943765522
"fBodyAccJerk-mean()-X",1,-0.170546964549579,-0.479875245660377,-0.0276638676122449,-0.986597022553191,-0.994630797358491,-0.9570738838
"fBodyAccJerk-mean()-Y",1,-0.0352255241130632,-0.41344458754717,-0.12866715764898,-0.981579467021277,-0.985418704528302,-0.9224626098
"fBodyAccJerk-mean()-Z",1,-0.468999224631579,-0.685474353962264,-0.288334735714286,-0.986053092340425,-0.990752166037736,-0.9480609042
"fBodyAccJerk-meanFreq()-X",1,-0.209261973376842,-0.377023128301887,-0.253164344918367,0.256610823568085,0.314182940150943,0.132419092398
"fBodyAccJerk-meanFreq()-Y",1,-0.386237143210526,-0.509495531698113,-0.33758970122449,0.0475437839595745,0.0391618954943396,0.024513618956
"fBodyAccJerk-meanFreq()-Z",1,-0.185530281244211,-0.551104284150943,0.00937223889183673,0.0923920032553192,0.138581478749057,0.02438794528
"fBodyGyro-mean()-X",1,-0.339032197115789,-0.492611667924528,-0.352449631363265,-0.976161464042553,-0.986386786037736,-0.850249174586
"fBodyGyro-mean()-Y",1,-0.103059416434737,-0.319474609056604,-0.0557022524693878,-0.975838585319149,-0.988984455849057,-0.9521914948
"fBodyGyro-mean()-Z",1,-0.255940940315789,-0.453597213018868,-0.0318694271979592,-0.951315544468085,-0.980773122830189,-0.909302721
"fBodyGyro-meanFreq()-X",1,0.0147844986621053,-0.187450247737736,-0.100453729040816,0.189153021260851,-0.120293020603774,-0.003546795856
"fBodyGyro-meanFreq()-Y",1,-0.0657746190010526,-0.473574786603774,0.0825511487183673,0.0631270669787234,-0.0447191978169811,-0.091529130882
"fBodyGyro-meanFreq()-Z",1,0.00077332156431579,-0.133373904258491,-0.0756762067714286,-0.0297839207446809,0.100607635139623,0.01045812566
"fBodyAccMag-mean()",1,-0.128623450629474,-0.352395944716981,0.0965845343040816,-0.947782922553192,-0.985356361132075,-0.8617676481
"fBodyAccMag-meanFreq()",1,0.1906437244,-0.0977433496415094,0.119187142767959,0.236655011680851,0.284555290773585,0.08640856294
"fBodyBodyAccJerkMag-mean()",1,-0.0571194000343158,-0.44265216245283,0.0262184949326531,-0.985262126808511,-0.99254247754717,-0.9333003608
"fBodyBodyAccJerkMag-meanFreq()",1,0.0938221807027368,0.085352409154717,0.0764915474326531,0.351852201957447,0.422220102264151,0.26639115416
"fBodyBodyGyroMag-mean()",1,-0.199252568986316,-0.325961457396226,-0.185720285744898,-0.958435589361702,-0.984617623396226,-0.8621901854
"fBodyBodyGyroMag-meanFreq()",1,0.268844367525895,-0.219303376110566,0.349613895469388,-0.000262186717021277,-0.0286057725328302,-0.1397750127
"fBodyBodyGyroJerkMag-mean()",1,-0.319308593778947,-0.634665082075472,-0.281963359177551,-0.989797547234043,-0.994815376981132,-0.9423669466
"fBodyBodyGyroJerkMag-meanFreq()",1,0.190663448793684,0.114277342454717,0.190000706165102,0.184775928085106,0.334498734301887,0.17648590708
"tBodyAcc-std()-X",1,-0.283740258842105,-0.35470802509434,0.0300353383483878,-0.977229008297872,-0.995759901509434,-0.9280564692
"tBodyAcc-std()-Y",1,0.114461336747368,-0.00232026501698113,-0.0319359434489796,-0.922618641914894,-0.973190056415094,-0.83682740562
"tBodyAcc-std()-Z",1,-0.260027902210526,-0.0194792388471698,-0.230434213204082,-0.93958629106383,-0.979775876981132,-0.826061401628
"tGravityAcc-std()-X",1,-0.976609642526316,-0.956367027924528,-0.950559811632653,-0.968457145744681,-0.99376298509434,-0.8968300184
"tGravityAcc-std()-Y",1,-0.971305961473684,-0.952849233207547,-0.937018658979592,-0.935517055957447,-0.981225957924528,-0.90772000676
"tGravityAcc-std()-Z",1,-0.947717226105263,-0.912379410377358,-0.895939695102041,-0.949040933191489,-0.976324063584906,-0.85236629022
"tBodyAccJerk-std()-X",1,-0.113615602435789,-0.446843887735849,-0.012283860544898,-0.986430711276596,-0.994604542264151,-0.958482112
"tBodyAccJerk-std()-Y",1,0.0670025007684211,-0.378274426037736,-0.101601390640816,-0.981371965319149,-0.98564873245283,-0.9241492736
"tBodyAccJerk-std()-Z",1,-0.502699788526316,-0.706593530943396,-0.345735032326531,-0.987910804468085,-0.992251177358491,-0.9548551108
"tBodyGyro-std()-X",1,-0.473535485894737,-0.544871104528302,-0.458030542938775,-0.977211283191489,-0.987191946603774,-0.87354386782
"tBodyGyro-std()-Y",1,-0.0546077686594737,0.00410518379811321,-0.126349194938775,-0.966473895319149,-0.98773444,-0.9510904402
"tBodyGyro-std()-Z",1,-0.344266629473684,-0.50716867490566,-0.124702454242857,-0.941425920851064,-0.980645626981132,-0.9082846626
"tBodyGyroJerk-std()-X",1,-0.207421854757895,-0.614786508490566,-0.487027342244898,-0.99173159212766,-0.992945106981132,-0.9186085208
"tBodyGyroJerk-std()-Y",1,-0.304468510631579,-0.601696656226415,-0.238824827530612,-0.989518068510638,-0.995137917358491,-0.9679072436
"tBodyGyroJerk-std()-Z",1,-0.404255452631579,-0.606332002264151,-0.268761480242857,-0.987935806382979,-0.992108467169811,-0.9577901596
"tBodyAccMag-std()",1,-0.219688645631579,-0.324970929245283,0.0198843506265306,-0.927078418723404,-0.981942928867925,-0.79514486386
"tGravityAccMag-std()",1,-0.219688645631579,-0.324970929245283,0.0198843506265306,-0.927078418723404,-0.981942928867925,-0.79514486386
"tBodyAccJerkMag-std()",1,-0.0744717500625263,-0.478991622075472,-0.0257877197081633,-0.984120024042553,-0.993096209433962,-0.9282456284
"tBodyGyroMag-std()",1,-0.186978364526316,-0.14861931805283,-0.225724368061224,-0.934531840425532,-0.978690028679245,-0.81901016976
