"","Subject","LAYING","SITTING","STANDING","WALKING","WALKING_DOWNSTAIRS","WALKING_UPSTAIRS"
"tBodyAcc-mean()-X",28,0.281228223888889,0.262005841764706,0.293642076521739,0.276977629444444,0.277795069113924,0.2759134825
"tBodyAcc-mean()-Y",28,-0.0156759722981481,-0.0279443943478431,-0.0220230465913043,-0.0185404441258333,-0.0172635124672152,-0.0167537858225
"tBodyAcc-mean()-Z",28,-0.103714705396296,-0.121514025692157,-0.10858897408913,-0.111517939555556,-0.106579385202532,-0.1083448529625
"tGravityAcc-mean()-X",28,0.942930275555556,0.854508231764706,0.929291680434783,0.907331309166667,0.948514848481013,-0.490334541875
"tGravityAcc-mean()-Y",28,-0.229316151481481,-0.333223996666667,-0.235897105217391,-0.112596728361111,-0.247656166582278,0.1440732745
"tGravityAcc-mean()-Z",28,-0.125912861222222,-0.265207858431373,-0.121477255782609,0.135402566816667,-0.0385830501632911,0.0157570025
"tBodyAccJerk-mean()-X",28,0.0931122231851852,0.0706831871117647,0.0972653457891304,0.0768671621527778,0.0753131601898734,0.0780770644
"tBodyAccJerk-mean()-Y",28,0.0226486602722222,0.0222985408245098,0.0143450903413043,0.0148338232684722,0.00907363218518987,0.005939923320625
"tBodyAccJerk-mean()-Z",28,-0.00762915201666667,0.00749081657058823,0.00123950141304348,0.000257854017638888,-0.00267810077607595,0.006009719386425
"tBodyGyro-mean()-X",28,-0.105896207861111,-0.129362970764706,-0.141096309502174,-0.0339018030166667,-0.0253281543540506,-0.017367705735
"tBodyGyro-mean()-Y",28,-0.0172822168012963,0.0212250958019608,0.00710564286763044,-0.0673943850555556,-0.0739001646962025,-0.097448733725
"tBodyGyro-mean()-Z",28,0.116065910925926,0.103720987705882,0.138622425584783,0.087025401375,0.0865173111012658,0.09357912315
"tBodyGyroJerk-mean()-X",28,-0.092974671262963,-0.080568055454902,-0.0266492977565217,-0.0953935055833333,-0.102248409070886,-0.1045116270375
"tBodyGyroJerk-mean()-Y",28,-0.0515394449611111,-0.0492552129156863,-0.0570410865136957,-0.0408007786402778,-0.0431364662518987,-0.03560100499625
"tBodyGyroJerk-mean()-Z",28,-0.0593552479814815,-0.0752610437019608,-0.077617393146087,-0.0579015362166667,-0.0525896252375949,-0.05345019146375
"tBodyAccMag-mean()",28,-0.1806660203,-0.186240503960784,0.104359216580435,-0.955789708611111,-0.92547165164557,-0.95811223025
"tGravityAccMag-mean()",28,-0.1806660203,-0.186240503960784,0.104359216580435,-0.955789708611111,-0.92547165164557,-0.95811223025
"tBodyAccJerkMag-mean()",28,-0.299223359444444,-0.388086248235294,-0.0707560279130435,-0.973274366805556,-0.959551987468354,-0.978455341875
"tBodyGyroMag-mean()",28,-0.310775945814815,-0.263415282690196,-0.068246324026087,-0.955175567083333,-0.894242469620253,-0.93710692125
"tBodyGyroJerkMag-mean()",28,-0.546248758518519,-0.620279797647059,-0.340417305565217,-0.981213159305556,-0.959681019113924,-0.978220270625
"fBodyAcc-mean()-X",28,-0.280062182962963,-0.266101343372549,0.0890721752173913,-0.979820142638889,-0.97251980164557,-0.9739308675
"fBodyAcc-mean()-Y",28,-0.127912276044444,-0.190589069119608,0.186441733869565,-0.946351650416667,-0.893430392658228,-0.958436369
"fBodyAcc-mean()-Z",28,-0.356337638518519,-0.401732939215686,-0.308161634195652,-0.952226786666667,-0.934503028481013,-0.961115672375
"fBodyAcc-meanFreq()-X",28,-0.375046889351852,-0.378981881019608,-0.351195267608696,-0.0155481277013889,0.000355352684810127,-0.33011001977875
