"","Subject","LAYING","SITTING","STANDING","WALKING","WALKING_DOWNSTAIRS","WALKING_UPSTAIRS"
"tBodyAcc-mean()-X",15,0.273899207962963,0.270187595833333,0.280198851190476,0.27290337979661,0.278915803962264,0.2894756525
"tBodyAcc-mean()-Y",15,-0.0170809740090741,-0.0287523860708333,-0.00563047804309524,-0.0117188472271186,-0.0183516360396226,-0.0166296542054167
"tBodyAcc-mean()-Z",15,-0.107621819518519,-0.116952464895833,-0.110526066428571,-0.11366125320339,-0.105910832679245,-0.118530240291667
"tGravityAcc-mean()-X",15,0.951524391481481,0.918544812291667,0.932302200476191,0.89036426220339,0.965528899622642,-0.1719930545
"tGravityAcc-mean()-Y",15,-0.233918282592593,-0.3149610125,-0.167462317142857,0.210849305016949,-0.164713175490566,0.899242553055556
"tGravityAcc-mean()-Z",15,0.0757356734814815,0.0811803405,0.0788822410992857,0.00281565980440678,0.0645975994528302,-0.0369192905555556
"tBodyAccJerk-mean()-X",15,0.0897770721666667,0.07297243298125,0.0711457160166667,0.0784792788644068,0.0752280703207547,0.0767515438611111
"tBodyAccJerk-mean()-Y",15,0.00890588563518519,-0.00417361847916667,0.01511589985,-0.00898437589491525,0.00617255520183019,0.0123984271386111
"tBodyAccJerk-mean()-Z",15,0.000658706162574074,-0.00525879898958333,-0.0100212901547619,-0.00237207545345763,-0.00658737093471698,-0.00443927981861111
"tBodyGyro-mean()-X",15,-0.0554883847662963,0.0903340029875,-0.136618653071429,-0.0377111130338983,-0.0262433562254717,-0.0168300887791667
"tBodyGyro-mean()-Y",15,-0.06124278833,-0.154721289270833,-0.0346755727619048,-0.0803428762830509,-0.0659637517169811,-0.0619700871944444
"tBodyGyro-mean()-Z",15,0.0842484921022222,0.0911681484547917,0.0711758197607143,0.0951978083898305,0.0761946738773585,0.113451899791667
"tBodyGyroJerk-mean()-X",15,-0.0776692754648148,-0.144485986527083,-0.0482532079928571,-0.0953649067966102,-0.101358786226415,-0.102266714236111
"tBodyGyroJerk-mean()-Y",15,-0.0552536572125926,-0.0365419164020833,-0.0495415503071429,-0.0396068774557627,-0.0438507492018868,-0.0415878968152778
"tBodyGyroJerk-mean()-Z",15,-0.0510976492333333,-0.0767242496041667,-0.0339213064857143,-0.0524148341983051,-0.052278397190566,-0.0624334556236111
"tBodyAccMag-mean()",15,-0.186514650759259,-0.000971394711666667,0.320449387166667,-0.958669836271186,-0.961207616226415,-0.955340661527778
"tGravityAccMag-mean()",15,-0.186514650759259,-0.000971394711666667,0.320449387166667,-0.958669836271186,-0.961207616226415,-0.955340661527778
"tBodyAccJerkMag-mean()",15,-0.320129322962963,-0.316050382083333,-0.0372666071540476,-0.986107839152542,-0.981495125660377,-0.979890228194444
"tBodyGyroMag-mean()",15,-0.243711124444444,-0.201217274,-0.121686320740476,-0.957331628305085,-0.946961381132076,-0.944605127222222
