"","Subject","LAYING","SITTING","STANDING","WALKING","WALKING_DOWNSTAIRS","WALKING_UPSTAIRS"
"tBodyAcc-mean()-X",9,0.278502842115385,0.262436475714286,0.295923445,0.24832674354,0.282310057333333,0.2591955368
"tBodyAcc-mean()-Y",9,-0.0180891971284423,-0.0195101099975714,-0.0203994269075476,-0.02701677698,-0.0200454954022222,-0.020526821662
"tBodyAcc-mean()-Z",9,-0.110820512307692,-0.125219003959184,-0.0910278793952381,-0.07537846886,-0.0952747481333333,-0.10754972144
"tGravityAcc-mean()-X",9,0.951867079615385,0.902647777755102,0.938417773333333,0.9163245106,0.961323502222222,-0.5802528348
"tGravityAcc-mean()-Y",9,-0.0314341738730769,-0.0377947824285714,-0.0352304645104762,-0.0414258228938,-0.010383816474,-0.1191541962
"tGravityAcc-mean()-Z",9,-0.115856121080385,-0.266009866857143,-0.082276174942619,0.085263099144,0.00914769235555555,0.9578730416
"tBodyAccJerk-mean()-X",9,0.0704357270480769,0.0692266245755102,0.130193043809524,0.077005006374,0.0760032053555556,0.08807344764
"tBodyAccJerk-mean()-Y",9,0.0212255910017308,0.00126612218367347,-0.0206865965952381,0.009817397262,0.0130699796066667,0.011561732718
"tBodyAccJerk-mean()-Z",9,0.00414762740192308,0.00766046602367347,0.00262568854761905,-0.008674672651,-0.004700785502,-0.0070536778584
"tBodyGyro-mean()-X",9,-0.0808360598653846,-0.16396719,-0.0916383011071429,-0.042328876778,-0.029183136346,-0.013632036148
"tBodyGyro-mean()-Y",9,-0.0625598710615385,-0.0412587909579592,-0.0712598843142857,-0.04142711812,-0.060810158296,-0.15890291983
"tBodyGyro-mean()-Z",9,0.111629779896154,0.14569462592449,0.116804400690476,0.0807919285908,0.0992409332222222,0.101275010682
"tBodyGyroJerk-mean()-X",9,-0.0809204094461538,-0.0684689593355102,-0.094591202447619,-0.0930708106,-0.095897704,-0.10384667982
"tBodyGyroJerk-mean()-Y",9,-0.0356283427038462,-0.0302797452408163,-0.0597608334619048,-0.046663441472,-0.0419199574333333,-0.027552256948
"tBodyGyroJerk-mean()-Z",9,-0.0633406620592308,-0.0236327911183673,-0.0678080598785714,-0.052841489994,-0.0575743131488889,-0.0569490475
"tBodyAccMag-mean()",9,-0.0980840496143461,-0.260727581428571,0.145886357935714,-0.8933617176,-0.945167482444444,-0.9308684376
"tGravityAccMag-mean()",9,-0.0980840496143461,-0.260727581428571,0.145886357935714,-0.8933617176,-0.945167482444444,-0.9308684376
"tBodyAccJerkMag-mean()",9,-0.203733615519231,-0.440667540204082,-0.16237608927619,-0.964383757,-0.969524578888889,-0.9633745492
"tBodyGyroMag-mean()",9,-0.294542266826923,-0.0833234490061224,-0.168921400633333,-0.9032355368,-0.921030223111111,-0.9071250998
"tBodyGyroJerkMag-mean()",9,-0.510253995769231,-0.672840561836735,-0.469028434047619,-0.9733641366,-0.969824044222222,-0.964524819
"fBodyAcc-mean()-X",9,-0.294711163653846,-0.342735952653061,0.103128506197619,-0.959413594,-0.971662692,-0.946865494
"fBodyAcc-mean()-Y",9,-0.257677616153846,-0.405022798163265,-0.183120455428571,-0.911683219,-0.944849431777778,-0.9343665984
"fBodyAcc-mean()-Z",9,-0.250806259788462,-0.384710423408163,-0.103705822657857,-0.8922013438,-0.941686874222222,-0.9459190006
"fBodyAcc-meanFreq()-X",9,-0.310727563365385,-0.341219678720408,-0.440633905714286,-0.109383841734,-0.105711680368889,-0.4459627774628
"fBodyAcc-meanFreq()-Y",9,0.0213195015442308,-0.247086151469388,0.0625058243738095,-0.120093395898,-0.00378721862222222,-0.215336752654
"fBodyAcc-meanFreq()-Z",9,0.0237831761442308,-0.215203992816327,-0.0424266601952381,-0.1317488734546,0.000165424148888888,0.17810728092
"fBodyAccJerk-mean()-X",9,-0.314265401346154,-0.402044750408163,-0.0645354342404762,-0.9655962396,-0.971313768666667,-0.964304065
"fBodyAccJerk-mean()-Y",9,-0.367706595,-0.608498592040816,-0.313643041809524,-0.9580073906,-0.962624298888889,-0.9640828062
"fBodyAccJerk-mean()-Z",9,-0.399541245192308,-0.615125710612245,-0.293677789595238,-0.9575269752,-0.967129200444444,-0.955909215
"fBodyAccJerk-meanFreq()-X",9,-0.378291493076923,-0.427211088244898,-0.43402213,0.02039798558,-0.0235041479111111,-0.08503093738
