"","Subject","LAYING","SITTING","STANDING","WALKING","WALKING_DOWNSTAIRS","WALKING_UPSTAIRS"
"tBodyAcc-mean()-X",21,0.279183526730769,0.265194544680851,0.3014610196,0.277539616823529,0.27695224258427,0.271325472455556
"tBodyAcc-mean()-Y",21,-0.0181610317526923,-0.0237218695148936,-0.0173195390157778,-0.0144009705494118,-0.0167084730205618,-0.0184233048415556
"tBodyAcc-mean()-Z",21,-0.104319332403846,-0.125414265340426,-0.09816866218,-0.112057887741176,-0.110417855808989,-0.103253832233333
"tGravityAcc-mean()-X",21,0.862524800961538,0.781177210851064,0.872683205555556,0.940031368,0.881213341910112,-0.174349174822222
"tGravityAcc-mean()-Y",21,-0.370984549423077,-0.432309617446809,-0.356673289555556,0.0215206708823529,-0.346155558876404,0.599992678
"tGravityAcc-mean()-Z",21,-0.220947960192308,-0.309735038510638,-0.187870253333333,-0.0567766060705882,-0.207685689775281,0.788251027111111
"tBodyAccJerk-mean()-X",21,0.0782251820211538,0.104034223065957,0.0901452883333333,0.0757109789882353,0.0754543858764045,0.0820150201077778
"tBodyAccJerk-mean()-Y",21,0.00235197553846154,-0.0156290073042553,-0.0213998492444444,0.0121020139594259,0.0100621171270225,0.0119943671007778
"tBodyAccJerk-mean()-Z",21,-0.0101813421307692,-0.0360115472978723,-0.0125551085533333,-0.000175352166235294,-0.00332093673865168,-0.0139053438591111
"tBodyGyro-mean()-X",21,-0.0459323393842308,0.062608688893617,-0.126388023595556,-0.0198712820612471,-0.0191731896359551,-0.0305126188777778
"tBodyGyro-mean()-Y",21,-0.0590294439942308,-0.155622431382979,0.0162145300888889,-0.0653077503317647,-0.0738115865407865,-0.113800486377778
"tBodyGyro-mean()-Z",21,0.0983715930038462,-0.00546829763829787,0.148610020955556,0.0831326042823529,0.0864863265393258,0.0980906517
"tBodyGyroJerk-mean()-X",21,-0.0868767709153846,-0.144351492595745,-0.0726461849022222,-0.101114775129412,-0.103199796370787,-0.0964118375066667
"tBodyGyroJerk-mean()-Y",21,-0.0515650260576923,-0.0132022768074468,-0.07359521674,-0.0391483428502824,-0.0404300756516854,-0.0346275066055556
"tBodyGyroJerk-mean()-Z",21,-0.0621192104076923,-0.00694066389361702,-0.0788436473888889,-0.0526409877294118,-0.0538211740234831,-0.0601398663555556
"tBodyAccMag-mean()",21,-0.123455661519231,-0.0810453188106383,0.245771699004444,-0.974734999411765,-0.958774298089888,-0.952596583222222
"tGravityAccMag-mean()",21,-0.123455661519231,-0.0810453188106383,0.245771699004444,-0.974734999411765,-0.958774298089888,-0.952596583222222
"tBodyAccJerkMag-mean()",21,-0.148138991523077,-0.355047693617021,-0.0802241799933333,-0.985947225176471,-0.974765161910112,-0.982800330555556
"tBodyGyroMag-mean()",21,-0.284775644807692,-0.168982721146809,-0.184850019535556,-0.964971113764706,-0.949837151797753,-0.949278890222222
"tBodyGyroJerkMag-mean()",21,-0.426930725,-0.577935642978723,-0.452828682444444,-0.990307349882353,-0.976857084157303,-0.985915906888889
"fBodyAcc-mean()-X",21,-0.273496158519231,-0.319169340234043,0.104323529982222,-0.990610228,-0.978327686179775,-0.968234375555556
"fBodyAcc-mean()-Y",21,0.0338465813711538,0.0221598658106383,0.181138042506667,-0.968060947058824,-0.949694904269663,-0.960069247
"fBodyAcc-mean()-Z",21,-0.300309066730769,-0.321712974042553,-0.0769713066866667,-0.970859342941176,-0.960274142134831,-0.961772190555556
"fBodyAcc-meanFreq()-X",21,-0.159448399551923,-0.417990596617021,-0.437231469111111,0.0879110564870588,-0.0850076160265618,-0.5170305295
"fBodyAcc-meanFreq()-Y",21,0.0431149928317308,-0.0961003618297872,-0.146948731184444,0.173532229868235,0.0366345350988764,0.0857486930922889
"fBodyAcc-meanFreq()-Z",21,0.0951469189174423,-0.136431040812766,0.132318102757111,0.127984474170588,0.0292119055213483,0.0249888787754444
"fBodyAccJerk-mean()-X",21,-0.200442011365385,-0.436839580425532,-0.0377894711288889,-0.989759187058823,-0.976803010674157,-0.984188841222222
"fBodyAccJerk-mean()-Y",21,-0.112564739084615,-0.205067301297872,-0.107306347733333,-0.979180438588235,-0.964503015505618,-0.972039417111111
"fBodyAccJerk-mean()-Z",21,-0.405700157884615,-0.519815170851064,-0.196838264546667,-0.983434322941176,-0.974780645393258,-0.981630805333333
"fBodyAccJerk-meanFreq()-X",21,-0.195103003780769,-0.267817083638298,-0.288856976111111,0.244349529764706,0.156072448511236,0.0883780669131111
"fBodyAccJerk-meanFreq()-Y",21,-0.364918893846154,-0.297830831408511,-0.431506656453333,-0.0118456245047059,-0.11577347441236,-0.0257551308055556
"fBodyAccJerk-meanFreq()-Z",21,-0.296175012211538,-0.395904943744681,-0.304566054624444,0.0250360370447059,-0.0494048593741573,0.043929421471
"fBodyGyro-mean()-X",21,-0.246657382884615,-0.446974007021277,-0.366748752888889,-0.984893559764706,-0.956989964269663,-0.973410473
"fBodyGyro-mean()-Y",21,-0.371744086730769,-0.446691581702128,-0.308879866288889,-0.979830938,-0.960082591123596,-0.964968005222222
"fBodyGyro-mean()-Z",21,-0.283262474865385,-0.155762354829787,-0.238221682666667,-0.976839728941176,-0.959432562359551,-0.980811216111111
"fBodyGyro-meanFreq()-X",21,-0.01686389495,-0.144902649710638,-0.221663381608889,0.0890460544552941,-0.187974567774157,-0.105481413654444
"fBodyGyro-meanFreq()-Y",21,-0.0170361394057692,-0.101887933444681,0.0476218594644444,-0.16118334856,-0.248811283196742,-0.407760367
"fBodyGyro-meanFreq()-Z",21,-0.140755965930769,-0.360449590021277,-0.0827761198333333,0.0208820463952941,-0.0796430681910112,0.266238545
"fBodyAccMag-mean()",21,-0.251266388923077,-0.257894449148936,0.239895893822222,-0.974829227058824,-0.962291334157303,-0.953769071222222
"fBodyAccMag-meanFreq()",21,0.232789920596154,0.029334838793617,0.0117020858033333,0.250062689644706,0.0947666458898876,-0.101802808811111
"fBodyBodyAccJerkMag-mean()",21,-0.144009889665385,-0.355443706553191,0.112442619741778,-0.985342358705882,-0.970634296404494,-0.978444123888889
"fBodyBodyAccJerkMag-meanFreq()",21,0.201672106271154,0.167901534925532,0.01064073576,0.327937039236471,0.29194637176382,0.299647660524444
"fBodyBodyGyroMag-mean()",21,-0.409516081153846,-0.475369886808511,-0.406392284444444,-0.977839702352941,-0.956723022359551,-0.962349012888889
"fBodyBodyGyroMag-meanFreq()",21,0.385567790384615,-0.0184299309085106,0.130888037993333,0.0449663254035294,-0.141992346874157,-0.20657270175
"fBodyBodyGyroJerkMag-mean()",21,-0.4995972025,-0.628915748723404,-0.490804948444444,-0.990014272588235,-0.976126760674157,-0.982993315111111
"fBodyBodyGyroJerkMag-meanFreq()",21,0.207788240815385,0.20815593406383,0.221357994106667,0.248299546952471,0.149979231510112,0.209995237416667
"tBodyAcc-std()-X",21,-0.297814843538462,-0.240808282276596,0.224343492244444,-0.991777287176471,-0.981419961123596,-0.955019866222222
"tBodyAcc-std()-Y",21,0.0540880509209615,0.109787469104255,0.301336399711111,-0.966877560941176,-0.943601625393258,-0.956959422222222
"tBodyAcc-std()-Z",21,-0.16868872575,-0.219707928574468,-0.0717893558666667,-0.959567861764706,-0.946123407078652,-0.945653787777778
"tGravityAcc-std()-X",21,-0.969576355384615,-0.940911635531915,-0.940194827777778,-0.992936404470588,-0.982906668876405,-0.945905270555556
"tGravityAcc-std()-Y",21,-0.964144520576923,-0.941523624255319,-0.940111830666667,-0.979355363176471,-0.977681415955056,-0.983732936111111
"tGravityAcc-std()-Z",21,-0.974939388076923,-0.932716253829787,-0.916324556888889,-0.965426493882353,-0.958590002247191,-0.952416332444444
"tBodyAccJerk-std()-X",21,-0.114888873837692,-0.424052014680851,0.00214655719111111,-0.989439392235294,-0.97706335011236,-0.984826520888889
"tBodyAccJerk-std()-Y",21,-0.0347143855729423,-0.203209665702128,-0.0796009757622222,-0.979002804823529,-0.963921458202247,-0.971584753222222
"tBodyAccJerk-std()-Z",21,-0.425142604807692,-0.562052350212766,-0.246061882112444,-0.985823622941176,-0.977915677191011,-0.983977644222222
"tBodyGyro-std()-X",21,-0.432232883846154,-0.53190941893617,-0.442148617666667,-0.988410501294118,-0.962514526067416,-0.975411857555556
